title,rating,description,removed_punc,tokenized_description
vai anitta,tv-ma,"go behind scene brazilian pop icon anitta, along friend family, aim create new song music video month.",go behind scene brazilian pop icon anitta along friend family aim create new song music video month,"['go', 'behind', 'scene', 'brazilian', 'pop', 'icon', 'anitta', 'along', 'friend', 'family', 'aim', 'create', 'new', 'song', 'music', 'video', 'month']"
aalorukkam,tv-14,"aging father seek help doctor journalist look son left 16 year ago, learns surprising truths.",aging father seek help doctor journalist look son left  year ago learns surprising truths,"['aging', 'father', 'seek', 'help', 'doctor', 'journalist', 'look', 'son', 'left', 'year', 'ago', 'learns', 'surprising', 'truths']"
beyblade burst evolution,tv-y7,"scouted famous spanish club, valt aoi head spain. sight world league, teammate face european league first.",scouted famous spanish club valt aoi head spain sight world league teammate face european league first,"['scouted', 'famous', 'spanish', 'club', 'valt', 'aoi', 'head', 'spain', 'sight', 'world', 'league', 'teammate', 'face', 'european', 'league', 'first']"
christmas wedding planner,pg,wedding planner’s world turned upside handsome private investigator hired disrupt one biggest jobs.,wedding planners world turned upside handsome private investigator hired disrupt one biggest jobs,"['wedding', 'planners', 'world', 'turned', 'upside', 'handsome', 'private', 'investigator', 'hired', 'disrupt', 'one', 'biggest', 'jobs']"
halkaa,tv-14,"corrupt government official crushing poverty, young boy delhi slum attempt raise fund build toilet.",corrupt government official crushing poverty young boy delhi slum attempt raise fund build toilet,"['corrupt', 'government', 'official', 'crushing', 'poverty', 'young', 'boy', 'delhi', 'slum', 'attempt', 'raise', 'fund', 'build', 'toilet']"
mala kahich problem nahi,tv-pg,"relationship running autopilot, discontent husband wife must confront issue trip extended family.",relationship running autopilot discontent husband wife must confront issue trip extended family,"['relationship', 'running', 'autopilot', 'discontent', 'husband', 'wife', 'must', 'confront', 'issue', 'trip', 'extended', 'family']"
may the devil take you,tv-ma,"hoping find answer estranged father's mysterious illness, young woman visit old villa uncovers horrifying truth past.",hoping find answer estranged fathers mysterious illness young woman visit old villa uncovers horrifying truth past,"['hoping', 'find', 'answer', 'estranged', 'fathers', 'mysterious', 'illness', 'young', 'woman', 'visit', 'old', 'villa', 'uncovers', 'horrifying', 'truth', 'past']"
muzaffarnagar baaqi hai,tv-ma,"interview locals, documentary investigates trigger outcome 2013 communal riot heart uttar pradesh.",interview locals documentary investigates trigger outcome  communal riot heart uttar pradesh,"['interview', 'locals', 'documentary', 'investigates', 'trigger', 'outcome', 'communal', 'riot', 'heart', 'uttar', 'pradesh']"
odu raja odu,tv-14,"trying buy wife set-top box, struggling writer pal get entangled domino effect spectacularly botched drug deal.",trying buy wife settop box struggling writer pal get entangled domino effect spectacularly botched drug deal,"['trying', 'buy', 'wife', 'settop', 'box', 'struggling', 'writer', 'pal', 'get', 'entangled', 'domino', 'effect', 'spectacularly', 'botched', 'drug', 'deal']"
only the dead,tv-ma,"given unprecedented access soldier terrorist alike, journalist michael ware present epic, uncensored, intimate account iraq war.",given unprecedented access soldier terrorist alike journalist michael ware present epic uncensored intimate account iraq war,"['given', 'unprecedented', 'access', 'soldier', 'terrorist', 'alike', 'journalist', 'michael', 'ware', 'present', 'epic', 'uncensored', 'intimate', 'account', 'iraq', 'war']"
pimpal,tv-pg,"lonely widower prepares leave india live child america, look back past memory unfinished business.",lonely widower prepares leave india live child america look back past memory unfinished business,"['lonely', 'widower', 'prepares', 'leave', 'india', 'live', 'child', 'america', 'look', 'back', 'past', 'memory', 'unfinished', 'business']"
savita damodar paranjpe,tv-14,"wife begin exhibit alarming behavior, husband try find whether suffers personality disorder something sinister.",wife begin exhibit alarming behavior husband try find whether suffers personality disorder something sinister,"['wife', 'begin', 'exhibit', 'alarming', 'behavior', 'husband', 'try', 'find', 'whether', 'suffers', 'personality', 'disorder', 'something', 'sinister']"
shopkins: chef club,tv-y,"first full shopkins movie, peppa-mint new shoppie town stir thing hosting team cooking competition.",first full shopkins movie peppamint new shoppie town stir thing hosting team cooking competition,"['first', 'full', 'shopkins', 'movie', 'peppamint', 'new', 'shoppie', 'town', 'stir', 'thing', 'hosting', 'team', 'cooking', 'competition']"
shopkins: wild,tv-y,beloved movie star scarletta gateau visit shopville recruit shopkins quest jungle mysterious world pawville.,beloved movie star scarletta gateau visit shopville recruit shopkins quest jungle mysterious world pawville,"['beloved', 'movie', 'star', 'scarletta', 'gateau', 'visit', 'shopville', 'recruit', 'shopkins', 'quest', 'jungle', 'mysterious', 'world', 'pawville']"
shopkins: world vacation,tv-y,"shopkins shoppies jet around world search missing friend kooky cookie, stolen diamond vloggable adventure.",shopkins shoppies jet around world search missing friend kooky cookie stolen diamond vloggable adventure,"['shopkins', 'shoppies', 'jet', 'around', 'world', 'search', 'missing', 'friend', 'kooky', 'cookie', 'stolen', 'diamond', 'vloggable', 'adventure']"
the crew,tv-ma,"unexpected misstep, crew skilled parisian robber find forced carry daring heist powerful crime organization.",unexpected misstep crew skilled parisian robber find forced carry daring heist powerful crime organization,"['unexpected', 'misstep', 'crew', 'skilled', 'parisian', 'robber', 'find', 'forced', 'carry', 'daring', 'heist', 'powerful', 'crime', 'organization']"
the giant,tv-ma,"1843, crippled martin return war basque hometown find brother grown giant, turn circus act.", crippled martin return war basque hometown find brother grown giant turn circus act,"['crippled', 'martin', 'return', 'war', 'basque', 'hometown', 'find', 'brother', 'grown', 'giant', 'turn', 'circus', 'act']"
buybust,tv-ma,"mazelike manila slum, war incensed civilian brutal cartel, special agent nina manigan must fight way one fierce night.",mazelike manila slum war incensed civilian brutal cartel special agent nina manigan must fight way one fierce night,"['mazelike', 'manila', 'slum', 'war', 'incensed', 'civilian', 'brutal', 'cartel', 'special', 'agent', 'nina', 'manigan', 'must', 'fight', 'way', 'one', 'fierce', 'night']"
loudon wainwright iii: surviving twin,tv-14,grammy-winning singer loudon wainwright iii reflects upon unique relationship father evening original song heartfelt stories.,grammywinning singer loudon wainwright iii reflects upon unique relationship father evening original song heartfelt stories,"['grammywinning', 'singer', 'loudon', 'wainwright', 'iii', 'reflects', 'upon', 'unique', 'relationship', 'father', 'evening', 'original', 'song', 'heartfelt', 'stories']"
warrior,tv-ma,war veteran plagued guilt final mission team best friend's widow infiltrate dangerous copenhagen biker gang.,war veteran plagued guilt final mission team best friends widow infiltrate dangerous copenhagen biker gang,"['war', 'veteran', 'plagued', 'guilt', 'final', 'mission', 'team', 'best', 'friends', 'widow', 'infiltrate', 'dangerous', 'copenhagen', 'biker', 'gang']"
green room,r,"end low-budget tour, punk band accepts gig isolated rural club, discover host neo-nazis.",end lowbudget tour punk band accepts gig isolated rural club discover host neonazis,"['end', 'lowbudget', 'tour', 'punk', 'band', 'accepts', 'gig', 'isolated', 'rural', 'club', 'discover', 'host', 'neonazis']"
my little pony: friendship is magic,tv-y,"journey enchanted land equestria, unicorn twilight sparkle pal adventure learn valuable lesson friendship.",journey enchanted land equestria unicorn twilight sparkle pal adventure learn valuable lesson friendship,"['journey', 'enchanted', 'land', 'equestria', 'unicorn', 'twilight', 'sparkle', 'pal', 'adventure', 'learn', 'valuable', 'lesson', 'friendship']"
age of tanks,tv-pg,history military tank unfolds documentary series trace role history geopolitics world war 21st century.,history military tank unfolds documentary series trace role history geopolitics world war st century,"['history', 'military', 'tank', 'unfolds', 'documentary', 'series', 'trace', 'role', 'history', 'geopolitics', 'world', 'war', 'st', 'century']"
helix,tv-ma,"investigating possible outbreak arctic research facility, scientist discover new virus could wipe every human planet.",investigating possible outbreak arctic research facility scientist discover new virus could wipe every human planet,"['investigating', 'possible', 'outbreak', 'arctic', 'research', 'facility', 'scientist', 'discover', 'new', 'virus', 'could', 'wipe', 'every', 'human', 'planet']"
the workshop,tv-ma,"old shipyard town france, sociopolitical tension beset writing workshop instructor notice student dark side.",old shipyard town france sociopolitical tension beset writing workshop instructor notice student dark side,"['old', 'shipyard', 'town', 'france', 'sociopolitical', 'tension', 'beset', 'writing', 'workshop', 'instructor', 'notice', 'student', 'dark', 'side']"
"all's well, end's well (2009)",tv-14,"bound family rule forbids marrying stubborn sister get hitched, bachelor enlists help love guru woo her.",bound family rule forbids marrying stubborn sister get hitched bachelor enlists help love guru woo her,"['bound', 'family', 'rule', 'forbids', 'marrying', 'stubborn', 'sister', 'get', 'hitched', 'bachelor', 'enlists', 'help', 'love', 'guru', 'woo', 'her']"
gabriel and the mountain,tv-ma,"drama based true story, brazilian backpacker gabriel buchmann spends gap year exploring africa. die malawi mountains?",drama based true story brazilian backpacker gabriel buchmann spends gap year exploring africa die malawi mountains,"['drama', 'based', 'true', 'story', 'brazilian', 'backpacker', 'gabriel', 'buchmann', 'spends', 'gap', 'year', 'exploring', 'africa', 'die', 'malawi', 'mountains']"
lommbock,tv-ma,"finding love drug-free dubai, stefan return germany grab document wedding. old buddy kai's bad habit complicate things.",finding love drugfree dubai stefan return germany grab document wedding old buddy kais bad habit complicate things,"['finding', 'love', 'drugfree', 'dubai', 'stefan', 'return', 'germany', 'grab', 'document', 'wedding', 'old', 'buddy', 'kais', 'bad', 'habit', 'complicate', 'things']"
medal of honor,tv-ma,"honoring service member whose courage merited awarding medal honor, docudrama series re-creates inspiring true stories.",honoring service member whose courage merited awarding medal honor docudrama series recreates inspiring true stories,"['honoring', 'service', 'member', 'whose', 'courage', 'merited', 'awarding', 'medal', 'honor', 'docudrama', 'series', 'recreates', 'inspiring', 'true', 'stories']"
outlaw king,r,"14th-century scotland, robert bruce claim crown lead fierce uprising win back country's independence english rule.",thcentury scotland robert bruce claim crown lead fierce uprising win back countrys independence english rule,"['thcentury', 'scotland', 'robert', 'bruce', 'claim', 'crown', 'lead', 'fierce', 'uprising', 'win', 'back', 'countrys', 'independence', 'english', 'rule']"
super drags,tv-ma,"adult animated series, three gay co-worker lead double life drag queen superheroes, saving lgbtq community evil nemeses.",adult animated series three gay coworker lead double life drag queen superheroes saving lgbtq community evil nemeses,"['adult', 'animated', 'series', 'three', 'gay', 'coworker', 'lead', 'double', 'life', 'drag', 'queen', 'superheroes', 'saving', 'lgbtq', 'community', 'evil', 'nemeses']"
the queen of flow,tv-14,"seventeen year wrongly imprisoned, talented songwriter seek justice men caused downfall killed family.",seventeen year wrongly imprisoned talented songwriter seek justice men caused downfall killed family,"['seventeen', 'year', 'wrongly', 'imprisoned', 'talented', 'songwriter', 'seek', 'justice', 'men', 'caused', 'downfall', 'killed', 'family']"
treehouse detectives,tv-y,"animal friend need help, brother-and-sister team toby teri use clue follow fact solve mystery backyard.",animal friend need help brotherandsister team toby teri use clue follow fact solve mystery backyard,"['animal', 'friend', 'need', 'help', 'brotherandsister', 'team', 'toby', 'teri', 'use', 'clue', 'follow', 'fact', 'solve', 'mystery', 'backyard']"
westside,tv-ma,nine struggling musician share spotlight deeply personal reality series challenge thrill staging hollywood showcase.,nine struggling musician share spotlight deeply personal reality series challenge thrill staging hollywood showcase,"['nine', 'struggling', 'musician', 'share', 'spotlight', 'deeply', 'personal', 'reality', 'series', 'challenge', 'thrill', 'staging', 'hollywood', 'showcase']"
hope springs eternal,pg,"teen terminal cancer miraculously find remission, struggle give attention illness gave school.",teen terminal cancer miraculously find remission struggle give attention illness gave school,"['teen', 'terminal', 'cancer', 'miraculously', 'find', 'remission', 'struggle', 'give', 'attention', 'illness', 'gave', 'school']"
the desert bride,tv-14,"traveling across argentina new job, longtime maid encounter salesman open eye life's beauty possibilities.",traveling across argentina new job longtime maid encounter salesman open eye lifes beauty possibilities,"['traveling', 'across', 'argentina', 'new', 'job', 'longtime', 'maid', 'encounter', 'salesman', 'open', 'eye', 'lifes', 'beauty', 'possibilities']"
the sea of trees,pg-13,"brooding american unable cope personal crisis travel ""suicide forest"" near mount fuji, meet fellow lost wanderer.",brooding american unable cope personal crisis travel suicide forest near mount fuji meet fellow lost wanderer,"['brooding', 'american', 'unable', 'cope', 'personal', 'crisis', 'travel', 'suicide', 'forest', 'near', 'mount', 'fuji', 'meet', 'fellow', 'lost', 'wanderer']"
transfers,tv-ma,"boating accident, woodworker family man florian wake body officer lead task force illegal body transfers.",boating accident woodworker family man florian wake body officer lead task force illegal body transfers,"['boating', 'accident', 'woodworker', 'family', 'man', 'florian', 'wake', 'body', 'officer', 'lead', 'task', 'force', 'illegal', 'body', 'transfers']"
yes or no 2,tv-pg,"longer university girls, kim pie face new hurdle relationship, including work, new friend distractions.",longer university girls kim pie face new hurdle relationship including work new friend distractions,"['longer', 'university', 'girls', 'kim', 'pie', 'face', 'new', 'hurdle', 'relationship', 'including', 'work', 'new', 'friend', 'distractions']"
yes or no 2.5,tv-pg,"roommate wine pie find life turned upside two lady move next door, bringing past heartache new attractions.",roommate wine pie find life turned upside two lady move next door bringing past heartache new attractions,"['roommate', 'wine', 'pie', 'find', 'life', 'turned', 'upside', 'two', 'lady', 'move', 'next', 'door', 'bringing', 'past', 'heartache', 'new', 'attractions']"
damnation,tv-14,"great depression, stranger violent past pose preacher rally farmer mount strike rural iowa community.",great depression stranger violent past pose preacher rally farmer mount strike rural iowa community,"['great', 'depression', 'stranger', 'violent', 'past', 'pose', 'preacher', 'rally', 'farmer', 'mount', 'strike', 'rural', 'iowa', 'community']"
into the forest,r,"near future, two frightened sister fight survival losing father deadly, quietly looming apocalypse.",near future two frightened sister fight survival losing father deadly quietly looming apocalypse,"['near', 'future', 'two', 'frightened', 'sister', 'fight', 'survival', 'losing', 'father', 'deadly', 'quietly', 'looming', 'apocalypse']"
krisha,r,"10 year away family, krisha return thanksgiving, bitter grudge troubling addiction threaten ruin event.", year away family krisha return thanksgiving bitter grudge troubling addiction threaten ruin event,"['year', 'away', 'family', 'krisha', 'return', 'thanksgiving', 'bitter', 'grudge', 'troubling', 'addiction', 'threaten', 'ruin', 'event']"
bucket list,tv-14,"getting heart transplant, 40-year-old homemaker pune make life-changing decision complete bucket list 20-year-old donor.",getting heart transplant yearold homemaker pune make lifechanging decision complete bucket list yearold donor,"['getting', 'heart', 'transplant', 'yearold', 'homemaker', 'pune', 'make', 'lifechanging', 'decision', 'complete', 'bucket', 'list', 'yearold', 'donor']"
john leguizamo's latin history for morons,tv-ma,"one-man broadway show, john leguizamo find humor heartbreak trace 3,000 year latin history effort help bullied son.",oneman broadway show john leguizamo find humor heartbreak trace  year latin history effort help bullied son,"['oneman', 'broadway', 'show', 'john', 'leguizamo', 'find', 'humor', 'heartbreak', 'trace', 'year', 'latin', 'history', 'effort', 'help', 'bullied', 'son']"
bleach,tv-14,"teenager ichigo kurosaki acquires superpower wounded soul reaper rukia kuchiki, two join force round lost souls.",teenager ichigo kurosaki acquires superpower wounded soul reaper rukia kuchiki two join force round lost souls,"['teenager', 'ichigo', 'kurosaki', 'acquires', 'superpower', 'wounded', 'soul', 'reaper', 'rukia', 'kuchiki', 'two', 'join', 'force', 'round', 'lost', 'souls']"
hoodwinked too! hood vs. evil,pg,"fresh top-secret training, feisty heroine little red team intrepid reporter wolf investigate disappearance hansel gretel.",fresh topsecret training feisty heroine little red team intrepid reporter wolf investigate disappearance hansel gretel,"['fresh', 'topsecret', 'training', 'feisty', 'heroine', 'little', 'red', 'team', 'intrepid', 'reporter', 'wolf', 'investigate', 'disappearance', 'hansel', 'gretel']"
kopitiam,tv-14,"young woman return malaysia take father’s old coffee shop. along inheriting kopitiam, gain kooky group friends.",young woman return malaysia take fathers old coffee shop along inheriting kopitiam gain kooky group friends,"['young', 'woman', 'return', 'malaysia', 'take', 'fathers', 'old', 'coffee', 'shop', 'along', 'inheriting', 'kopitiam', 'gain', 'kooky', 'group', 'friends']"
ana e vitória,tv-14,"meeting chance, two young musician differing view love life record album drastically alters lives.",meeting chance two young musician differing view love life record album drastically alters lives,"['meeting', 'chance', 'two', 'young', 'musician', 'differing', 'view', 'love', 'life', 'record', 'album', 'drastically', 'alters', 'lives']"
brainchild,tv-y7,"germ emotion social medium more, science world explained way that's refreshingly relatable.",germ emotion social medium more science world explained way thats refreshingly relatable,"['germ', 'emotion', 'social', 'medium', 'more', 'science', 'world', 'explained', 'way', 'thats', 'refreshingly', 'relatable']"
house of cards,tv-ma,"ruthless politician stop nothing conquer washington, d.c., emmy golden globe-winning political drama.",ruthless politician stop nothing conquer washington dc emmy golden globewinning political drama,"['ruthless', 'politician', 'stop', 'nothing', 'conquer', 'washington', 'dc', 'emmy', 'golden', 'globewinning', 'political', 'drama']"
remastered: tricky dick & the man in black,tv-ma,"documentary chronicle johnny cash's 1970 visit white house, cash's emerging ideal clashed richard nixon's policies.",documentary chronicle johnny cashs  visit white house cashs emerging ideal clashed richard nixons policies,"['documentary', 'chronicle', 'johnny', 'cashs', 'visit', 'white', 'house', 'cashs', 'emerging', 'ideal', 'clashed', 'richard', 'nixons', 'policies']"
the holiday calendar,tv-pg,talented photographer stuck dead-end job inherits antique advent calendar may predicting future – pointing toward love.,talented photographer stuck deadend job inherits antique advent calendar may predicting future  pointing toward love,"['talented', 'photographer', 'stuck', 'deadend', 'job', 'inherits', 'antique', 'advent', 'calendar', 'may', 'predicting', 'future', 'pointing', 'toward', 'love']"
the judgement,tv-ma,"traumatic incident party make target gossip derision, young college student try change school's toxic culture.",traumatic incident party make target gossip derision young college student try change schools toxic culture,"['traumatic', 'incident', 'party', 'make', 'target', 'gossip', 'derision', 'young', 'college', 'student', 'try', 'change', 'schools', 'toxic', 'culture']"
the other side of the wind,r,"last day life, legendary director struggle complete new project contemplates legacy layered film orson welles.",last day life legendary director struggle complete new project contemplates legacy layered film orson welles,"['last', 'day', 'life', 'legendary', 'director', 'struggle', 'complete', 'new', 'project', 'contemplates', 'legacy', 'layered', 'film', 'orson', 'welles']"
they’ll love me when i’m dead,tv-ma,"actors, crew member others discus tumultuous creation orson welles's final, unfinished film, “the side wind.”",actors crew member others discus tumultuous creation orson welless final unfinished film the side wind,"['actors', 'crew', 'member', 'others', 'discus', 'tumultuous', 'creation', 'orson', 'welless', 'final', 'unfinished', 'film', 'the', 'side', 'wind']"
a wednesday,tv-ma,"receiving anonymous tip bomb, police commissioner must negotiate terrorist, demand release four militants.",receiving anonymous tip bomb police commissioner must negotiate terrorist demand release four militants,"['receiving', 'anonymous', 'tip', 'bomb', 'police', 'commissioner', 'must', 'negotiate', 'terrorist', 'demand', 'release', 'four', 'militants']"
aagey se right,tv-ma,"cop full self-doubt loses gun five day due leave force, becomes unexpected hero try retrieve it.",cop full selfdoubt loses gun five day due leave force becomes unexpected hero try retrieve it,"['cop', 'full', 'selfdoubt', 'loses', 'gun', 'five', 'day', 'due', 'leave', 'force', 'becomes', 'unexpected', 'hero', 'try', 'retrieve', 'it']"
aamir,tv-14,"high-tension thriller, anonymous caller cell phone threatens harm man's family carry every order.",hightension thriller anonymous caller cell phone threatens harm mans family carry every order,"['hightension', 'thriller', 'anonymous', 'caller', 'cell', 'phone', 'threatens', 'harm', 'mans', 'family', 'carry', 'every', 'order']"
abcd 2,tv-14,"accused cheating reality tv show, dance troupe seek redeem winning world hip-hop dance championship.",accused cheating reality tv show dance troupe seek redeem winning world hiphop dance championship,"['accused', 'cheating', 'reality', 'tv', 'show', 'dance', 'troupe', 'seek', 'redeem', 'winning', 'world', 'hiphop', 'dance', 'championship']"
abcd: any body can dance,tv-14,"thrown elite dance studio founded, vishnu's spirit rebound see young street dancer prepping annual contest.",thrown elite dance studio founded vishnus spirit rebound see young street dancer prepping annual contest,"['thrown', 'elite', 'dance', 'studio', 'founded', 'vishnus', 'spirit', 'rebound', 'see', 'young', 'street', 'dancer', 'prepping', 'annual', 'contest']"
arjun: the warrior prince,tv-14,animated retelling classic indian tale prince arjun – part sanskrit epic mahabharata – begin prince's youth.,animated retelling classic indian tale prince arjun  part sanskrit epic mahabharata  begin princes youth,"['animated', 'retelling', 'classic', 'indian', 'tale', 'prince', 'arjun', 'part', 'sanskrit', 'epic', 'mahabharata', 'begin', 'princes', 'youth']"
asees,tv-14,"dispute break five sibling mother’s property, one devoted son go length protect land.",dispute break five sibling mothers property one devoted son go length protect land,"['dispute', 'break', 'five', 'sibling', 'mothers', 'property', 'one', 'devoted', 'son', 'go', 'length', 'protect', 'land']"
barfi!,tv-pg,"year rejecting barfii, hearing speech impaired young man, ""appropriate"" suitor, shruti find falling him.",year rejecting barfii hearing speech impaired young man appropriate suitor shruti find falling him,"['year', 'rejecting', 'barfii', 'hearing', 'speech', 'impaired', 'young', 'man', 'appropriate', 'suitor', 'shruti', 'find', 'falling', 'him']"
baseketball,r,"two slackers' made-up sport, baseketball, becomes national craze, hope cash basketball/baseball hybrid's popularity.",two slackers madeup sport baseketball becomes national craze hope cash basketballbaseball hybrids popularity,"['two', 'slackers', 'madeup', 'sport', 'baseketball', 'becomes', 'national', 'craze', 'hope', 'cash', 'basketballbaseball', 'hybrids', 'popularity']"
calico critters,tv-y,adorable resident sylvanian village always lot fun friend families!,adorable resident sylvanian village always lot fun friend families,"['adorable', 'resident', 'sylvanian', 'village', 'always', 'lot', 'fun', 'friend', 'families']"
calico critters: a town of dreams,tv-y,freya head town mother special occasion: dress designed sister stella going fashion show!,freya head town mother special occasion dress designed sister stella going fashion show,"['freya', 'head', 'town', 'mother', 'special', 'occasion', 'dress', 'designed', 'sister', 'stella', 'going', 'fashion', 'show']"
calico critters: the treasure of calico village,tv-y,freya friend inspire mayor put competition fete pick loveliest thing sylvanian village.,freya friend inspire mayor put competition fete pick loveliest thing sylvanian village,"['freya', 'friend', 'inspire', 'mayor', 'put', 'competition', 'fete', 'pick', 'loveliest', 'thing', 'sylvanian', 'village']"
chaar sahibzaade,tv-pg,"horde enemy invader bearing down, four son illustrious sikh guru lead tiny valiant army desperate fight freedom.",horde enemy invader bearing down four son illustrious sikh guru lead tiny valiant army desperate fight freedom,"['horde', 'enemy', 'invader', 'bearing', 'down', 'four', 'son', 'illustrious', 'sikh', 'guru', 'lead', 'tiny', 'valiant', 'army', 'desperate', 'fight', 'freedom']"
chance pe dance,tv-14,"risen humble beginnings, ambitious young man set sight winning major dance competition could catapult fame.",risen humble beginnings ambitious young man set sight winning major dance competition could catapult fame,"['risen', 'humble', 'beginnings', 'ambitious', 'young', 'man', 'set', 'sight', 'winning', 'major', 'dance', 'competition', 'could', 'catapult', 'fame']"
christmas with a view,tv-pg,"still reeling business failure, restaurant manager ski resort find world jolted new chef, hidden past.",still reeling business failure restaurant manager ski resort find world jolted new chef hidden past,"['still', 'reeling', 'business', 'failure', 'restaurant', 'manager', 'ski', 'resort', 'find', 'world', 'jolted', 'new', 'chef', 'hidden', 'past']"
chup chup ke,tv-14,"mistaking broke, small-time hustler millionaire, two bumbling fisherman hatch scheme use help pay debts.",mistaking broke smalltime hustler millionaire two bumbling fisherman hatch scheme use help pay debts,"['mistaking', 'broke', 'smalltime', 'hustler', 'millionaire', 'two', 'bumbling', 'fisherman', 'hatch', 'scheme', 'use', 'help', 'pay', 'debts']"
creators,tv-y,"two brilliant scientist discover hidden virtual city creápolis, citizen power solve problem believing creating.",two brilliant scientist discover hidden virtual city crepolis citizen power solve problem believing creating,"['two', 'brilliant', 'scientist', 'discover', 'hidden', 'virtual', 'city', 'crepolis', 'citizen', 'power', 'solve', 'problem', 'believing', 'creating']"
dhan dhana dhan goal,tv-14,"last-ditch effort, jaded coach southall united football club assembles ragtag team help lead team comeback season.",lastditch effort jaded coach southall united football club assembles ragtag team help lead team comeback season,"['lastditch', 'effort', 'jaded', 'coach', 'southall', 'united', 'football', 'club', 'assembles', 'ragtag', 'team', 'help', 'lead', 'team', 'comeback', 'season']"
dhoondte reh jaoge,tv-14,"accountant producer hatch scheme finance movie, making every effort ensure flop may pocket difference.",accountant producer hatch scheme finance movie making every effort ensure flop may pocket difference,"['accountant', 'producer', 'hatch', 'scheme', 'finance', 'movie', 'making', 'every', 'effort', 'ensure', 'flop', 'may', 'pocket', 'difference']"
do dooni chaar,tv-pg,"struggling math teacher hold second job keep family afloat. receives wedding invitation, determined attend.",struggling math teacher hold second job keep family afloat receives wedding invitation determined attend,"['struggling', 'math', 'teacher', 'hold', 'second', 'job', 'keep', 'family', 'afloat', 'receives', 'wedding', 'invitation', 'determined', 'attend']"
edge of fear,tv-ma,"wilderness getaway, gang sociopathic criminal kidnap woman assault husband, must summon strength save her.",wilderness getaway gang sociopathic criminal kidnap woman assault husband must summon strength save her,"['wilderness', 'getaway', 'gang', 'sociopathic', 'criminal', 'kidnap', 'woman', 'assault', 'husband', 'must', 'summon', 'strength', 'save', 'her']"
"edmilson filho: notas, comedy about relationships",tv-ma,"brazilian comedian edmilson filho walk audience stage modern relationship, playing difference men women.",brazilian comedian edmilson filho walk audience stage modern relationship playing difference men women,"['brazilian', 'comedian', 'edmilson', 'filho', 'walk', 'audience', 'stage', 'modern', 'relationship', 'playing', 'difference', 'men', 'women']"
filmworker,tv-ma,leon vitali thriving acting career others would envy. gave devote completely vision stanley kubrick.,leon vitali thriving acting career others would envy gave devote completely vision stanley kubrick,"['leon', 'vitali', 'thriving', 'acting', 'career', 'others', 'would', 'envy', 'gave', 'devote', 'completely', 'vision', 'stanley', 'kubrick']"
follow this,tv-ma,follow reporter buzzfeed probe topic ranging quirky internet craze safe injection space opioid users.,follow reporter buzzfeed probe topic ranging quirky internet craze safe injection space opioid users,"['follow', 'reporter', 'buzzfeed', 'probe', 'topic', 'ranging', 'quirky', 'internet', 'craze', 'safe', 'injection', 'space', 'opioid', 'users']"
gaddar: the traitor,tv-ma,indian man become major business mogul canada must return homeland reviled due wrongly branded traitor.,indian man become major business mogul canada must return homeland reviled due wrongly branded traitor,"['indian', 'man', 'become', 'major', 'business', 'mogul', 'canada', 'must', 'return', 'homeland', 'reviled', 'due', 'wrongly', 'branded', 'traitor']"
get shorty,tv-ma,organized crime enforcer mile daly strives reinvent hollywood filmmaker satire based elmore leonard's best-selling novel.,organized crime enforcer mile daly strives reinvent hollywood filmmaker satire based elmore leonards bestselling novel,"['organized', 'crime', 'enforcer', 'mile', 'daly', 'strives', 'reinvent', 'hollywood', 'filmmaker', 'satire', 'based', 'elmore', 'leonards', 'bestselling', 'novel']"
ghanchakkar,tv-14,"former con artist sanju surround finer things, blissful life troubled one thing: wife, want even more.",former con artist sanju surround finer things blissful life troubled one thing wife want even more,"['former', 'con', 'artist', 'sanju', 'surround', 'finer', 'things', 'blissful', 'life', 'troubled', 'one', 'thing', 'wife', 'want', 'even', 'more']"
girl from nowhere,tv-ma,"mysterious, clever girl named nanno transfer different schools, exposing lie misdeed student faculty every turn.",mysterious clever girl named nanno transfer different schools exposing lie misdeed student faculty every turn,"['mysterious', 'clever', 'girl', 'named', 'nanno', 'transfer', 'different', 'schools', 'exposing', 'lie', 'misdeed', 'student', 'faculty', 'every', 'turn']"
grandmaster,tv-14,"anticipating next move serial killer's grisly game, police chief realizes daughter estranged wife next likely victims.",anticipating next move serial killers grisly game police chief realizes daughter estranged wife next likely victims,"['anticipating', 'next', 'move', 'serial', 'killers', 'grisly', 'game', 'police', 'chief', 'realizes', 'daughter', 'estranged', 'wife', 'next', 'likely', 'victims']"
hattrick,tv-14,story personal victory coincide team india's battle cricket world cup engaging ensemble drama.,story personal victory coincide team indias battle cricket world cup engaging ensemble drama,"['story', 'personal', 'victory', 'coincide', 'team', 'indias', 'battle', 'cricket', 'world', 'cup', 'engaging', 'ensemble', 'drama']"
heroine,tv-ma,one woman experience dramatic high low fame voyeuristic glimpse past glitz glamour bollywood superstar's life.,one woman experience dramatic high low fame voyeuristic glimpse past glitz glamour bollywood superstars life,"['one', 'woman', 'experience', 'dramatic', 'high', 'low', 'fame', 'voyeuristic', 'glimpse', 'past', 'glitz', 'glamour', 'bollywood', 'superstars', 'life']"
himmatwala,tv-14,young man return native village mission vengeance father commits suicide wake false accusations.,young man return native village mission vengeance father commits suicide wake false accusations,"['young', 'man', 'return', 'native', 'village', 'mission', 'vengeance', 'father', 'commits', 'suicide', 'wake', 'false', 'accusations']"
